"Year","Coordinates: Latitude","Coordinates: Longitude"
"2010","47.56753548","-122.35555099"
"2010","47.62899076","-122.29146033"
"2010","47.56550611","-122.40807661"
"2010","47.55612561","-122.33460375"
"2010","47.5057753","-122.37701247"
"2010","47.61432844","-122.31258672"
"2010","47.63785451","-122.35366615"
"2010","47.7003422","-122.37737815"
"2010","47.57639535","-122.3207373"
"2010","47.66265536","-122.28356922"
"2010","47.60004804","-122.33841755"
"2010","47.67328861","-122.37915594"
"2010","47.55912245","-122.36187645"
"2010","47.57391018","-122.33228473"
"2010","47.54490127","-122.27916001"
"2010","47.65655533","-122.31464807"
"2010","47.53853073","-122.38978287"
"2010","47.6682767","-122.2723706"
"2010","47.68757977","-122.30388468"
"2010","47.66145041","-122.28427861"
"2010","47.66153081","-122.28374803"
"2010","47.66245148","-122.28338517"
"2010","47.66153081","-122.28374803"
"2010","47.53839548","-122.32487011"
"2010","47.66174138","-122.2840955"
"2010","47.66255028","-122.28425501"
"2010","47.66334081","-122.28377761"
"2010","47.66281005","-122.28427539"
"2010","47.66245148","-122.28338517"
"2010","47.66192759","-122.28358931"
"2010","47.66245148","-122.28338517"
"2010","47.66153126","-122.28401439"
"2010","47.66245148","-122.28338517"
"2010","47.66320448","-122.28399567"
"2010","47.66379297","-122.2834422"
"2010","47.66297489","-122.28338148"
"2010","47.6622354","-122.28356619"
"2010","47.69639702","-122.29095198"
"2010","47.56242688","-122.39382985"
"2010","47.58896988","-122.31138785"
"2010","47.67460641","-122.31820597"
"2010","47.63588363","-122.31236487"
"2010","47.64808609","-122.35701709"
"2010","47.6759687","-122.3055722"
"2010","47.64808609","-122.35701709"
"2010","47.66670265","-122.29879287"
"2010","47.54959843","-122.37676304"
"2010","47.67067197","-122.3170737"
"2010","47.67067197","-122.3170737"
"2010","47.67090378","-122.31705509"
"2010","47.63085114","-122.28677014"
"2010","47.56529467","-122.36979513"
"2010","47.70198655","-122.34918784"
"2010","47.67594803","-122.30535506"
"2010","47.63866056","-122.2804398"
"2010","47.69285376","-122.32476858"
"2010","47.71321073","-122.2933816"
"2010","47.53137916","-122.27514191"
"2010","47.64865116","-122.361223"
"2010","47.64865116","-122.361223"
"2010","47.64865116","-122.361223"
"2010","47.64865116","-122.361223"
"2010","47.64865116","-122.361223"
"2010","47.64865116","-122.361223"
"2011","47.63839646","-122.3731581"
"2011","47.69313045","-122.33753369"
"2011","47.5812936","-122.4031696"
"2011","47.57406656","-122.38975325"
"2011","47.66664741","-122.36395095"
"2011","47.67418391","-122.40179068"
"2011","47.66947321","-122.33875812"
"2011","47.58758067","-122.39256423"
"2011","47.57201568","-122.34640574"
"2011","47.51666019","-122.39450692"
"2011","47.61022901","-122.32401318"
"2011","47.73143645","-122.32785791"
"2011","47.6599375","-122.33427664"
"2011","47.72192914","-122.32818065"
"2011","47.64404952","-122.38493449"
"2011","47.56609952","-122.40885148"
"2011","47.64432658","-122.38494795"
"2011","47.64447235","-122.38495744"
"2011","47.6727965","-122.27883759"
"2011","47.69129988","-122.29039286"
"2011","47.55026509","-122.34656866"
"2011","47.69938878","-122.35701508"
"2011","47.66761574","-122.31273275"
"2011","47.62361985","-122.35456609"
"2011","47.54011531","-122.2805025"
"2011","47.54023744","-122.28007354"
"2011","47.54023744","-122.28007354"
"2011","47.69842993","-122.38325662"
"2011","47.57234028","-122.37582932"
"2011","47.67225994","-122.35050355"
"2011","47.56569343","-122.39839521"
"2011","47.64634361","-122.41296068"
"2011","47.65080529","-122.36175945"
"2011","47.73079224","-122.28938877"
"2011","47.627366","-122.3426527"
"2011","47.62574901","-122.34463762"
"2011","47.61108974","-122.30725324"
"2011","47.70711178","-122.35914743"
"2011","47.52792231","-122.37072186"
"2011","47.64922503","-122.32111736"
"2011","47.66579168","-122.28524169"
"2011","47.57359333","-122.3878467"
"2011","47.54409327","-122.3884323"
"2011","47.67794558","-122.38999398"
"2011","47.69810078","-122.37596331"
"2011","47.63004145","-122.30777614"
"2011","47.51655949","-122.38876968"
"2011","47.66613236","-122.35612388"
"2011","47.55849235","-122.37599926"
"2011","47.62208508","-122.35399633"
"2011","47.68404316","-122.39223987"
"2011","47.6617231","-122.29599464"
"2011","47.52578697","-122.39411533"
"2011","47.57391773","-122.29451002"
"2011","47.69146049","-122.39053335"
"2011","47.68216846","-122.37389057"
"2011","47.62684092","-122.2836143"
"2011","47.58446359","-122.38350334"
"2011","47.57703236","-122.29752834"
"2011","47.73223383","-122.29192074"
"2011","47.67566507","-122.31218878"
"2011","47.66371672","-122.34837693"
"2011","47.70997033","-122.2818586"
"2011","47.68036027","-122.37976695"
"2011","47.63458781","-122.35475001"
"2011","47.66342014","-122.3542098"
"2011","47.68264349","-122.28543959"
"2011","47.6243111","-122.35643769"
"2011","47.67542912","-122.3907971"
"2011","47.65500901","-122.31491929"
"2011","47.62339887","-122.34192881"
"2011","47.62339887","-122.34192881"
"2011","47.62339887","-122.34192881"
"2011","47.59273191","-122.29633711"
"2011","47.62351956","-122.34136373"
"2011","47.55681585","-122.28580136"
"2011","47.69579444","-122.39635817"
"2011","47.63066984","-122.36728746"
"2011","47.6719363","-122.38032213"
"2011","47.65447918","-122.31734902"
"2011","47.57366118","-122.29433811"
"2011","47.68346826","-122.35202705"
"2011","47.51737547","-122.39688238"
"2011","47.62023921","-122.33228222"
"2011","47.60236182","-122.3053424"
"2011","47.55680616","-122.38645793"
"2011","47.58022066","-122.40497261"
"2011","47.70679112","-122.35522573"
"2011","47.51777477","-122.39786166"
"2011","47.51725486","-122.39852673"
"2011","47.64304567","-122.36974996"
"2011","47.66186548","-122.32047004"
"2011","47.61804159","-122.3165998"
"2011","47.66344419","-122.35039848"
"2011","47.57788049","-122.40902827"
"2011","47.72061797","-122.35470194"
"2011","47.64944562","-122.34123605"
"2011","47.557418","-122.27773894"
"2011","47.67523798","-122.27983801"
